iucn,IUCN Category,spec,Species,cou,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MARINE_F,Marine Fish,NOR,Norway,PC,Percentage,0,Units,,,4,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,126,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,36,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,77,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,90,,
TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,36,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,46,,
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,POL,Poland,NBR,Number,0,Units,,,0,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,5,,
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,0,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,4,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,6,,
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,14,,
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,12,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,25,,
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,2,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,17,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,5,,
ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,0,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,4,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,6,,
CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,14,,
VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,12,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,,,13,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,34,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,POL,Poland,NBR,Number,0,Units,,,3,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,451,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,25,,
THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,2,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,POL,Poland,PC,Percentage,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,POL,Poland,PC,Percentage,0,Units,,,8,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,POL,Poland,PC,Percentage,0,Units,,,27,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,POL,Poland,PC,Percentage,0,Units,,,16,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,POL,Poland,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,POL,Poland,PC,Percentage,0,Units,,,6,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,POL,Poland,PC,Percentage,0,Units,,,22,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,POL,Poland,PC,Percentage,0,Units,,,13,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,POL,Poland,PC,Percentage,0,Units,,,8,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,POL,Poland,PC,Percentage,0,Units,,,38,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,POL,Poland,PC,Percentage,0,Units,,,17,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,POL,Poland,PC,Percentage,0,Units,,,28,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MARINE_F,Marine Fish,POL,Poland,PC,Percentage,0,Units,,,6,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,POL,Poland,PC,Percentage,0,Units,,,37,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,65,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,35,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,10,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,8,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,4,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,22,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,10,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,8,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,4,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,,,31,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,111,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,PRT,Portugal,NBR,Number,0,Units,,,10,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,,,2,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,22,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,PRT,Portugal,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,PRT,Portugal,PC,Percentage,0,Units,,,28,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,PRT,Portugal,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,PRT,Portugal,PC,Percentage,0,Units,,,10,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,PRT,Portugal,PC,Percentage,0,Units,,,34,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,PRT,Portugal,PC,Percentage,0,Units,,,29,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,PRT,Portugal,PC,Percentage,0,Units,,,31,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,PRT,Portugal,PC,Percentage,0,Units,,,31,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,PRT,Portugal,PC,Percentage,0,Units,,,12,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,PRT,Portugal,PC,Percentage,0,Units,,,63,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,79,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,63,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,12,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,,,20,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,51,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SVK,Slovak Republic,NBR,Number,0,Units,,,5,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,SVK,Slovak Republic,PC,Percentage,0,Units,,,22,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,SVK,Slovak Republic,PC,Percentage,0,Units,,,24,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,SVK,Slovak Republic,PC,Percentage,0,Units,,,42,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,PC,Percentage,0,Units,,,44,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,PC,Percentage,0,Units,,,15,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,PC,Percentage,0,Units,,,15,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,SVK,Slovak Republic,PC,Percentage,0,Units,,,24,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,SVK,Slovak Republic,PC,Percentage,0,Units,,,42,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,SVK,Slovak Republic,PC,Percentage,0,Units,,,44,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,PC,Percentage,0,Units,,,19,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,82,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,7,,
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,9,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,19,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,35,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,7,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,9,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,19,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,,,26,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,66,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,ESP,Spain,NBR,Number,0,Units,,,19,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,,,9,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,881,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,35,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,ESP,Spain,PC,Percentage,0,Units,,,15,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ESP,Spain,PC,Percentage,0,Units,,,10,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,ESP,Spain,PC,Percentage,0,Units,,,18,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,ESP,Spain,PC,Percentage,0,Units,,,23,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ESP,Spain,PC,Percentage,0,Units,,,12,,
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,ESP,Spain,PC,Percentage,0,Units,,,43,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,141,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,141,,
ENDANGERED,Number of endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6,,
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6,,
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,8,,
THREATENED,Total number of threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,20,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,8,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,,,14,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,52,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SWE,Sweden,NBR,Number,0,Units,,,2,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,,,5,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,SWE,Sweden,PC,Percentage,0,Units,,,22,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,SWE,Sweden,PC,Percentage,0,Units,,,20,,
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,SWE,Sweden,PC,Percentage,0,Units,,,33,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,SWE,Sweden,PC,Percentage,0,Units,,,38,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,PC,Percentage,0,Units,,,17,,
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,SWE,Sweden,PC,Percentage,0,Units,,,14,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,SWE,Sweden,PC,Percentage,0,Units,,,22,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,SWE,Sweden,PC,Percentage,0,Units,,,20,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,SWE,Sweden,PC,Percentage,0,Units,,,33,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,SWE,Sweden,PC,Percentage,0,Units,,,38,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,SWE,Sweden,PC,Percentage,0,Units,,,14,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,70,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,70,,
TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,55,,
TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,55,,
ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,5,,
ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,5,,
CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,6,,
CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,6,,
VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,13,,
VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,13,,
THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,,,34,,
THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,71,,
THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CHE,Switzerland,NBR,Number,0,Units,,,15,,
THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,,,13,,
THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,670,,
THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,24,,
THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,24,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,MAMMAL,Mammals,CHE,Switzerland,PC,Percentage,0,Units,,,42,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,BIRD,Birds,CHE,Switzerland,PC,Percentage,0,Units,,,36,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,REPTILE,Reptiles,CHE,Switzerland,PC,Percentage,0,Units,,,79,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,AMPHIBIAN,Amphibians,CHE,Switzerland,PC,Percentage,0,Units,,,72,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,PC,Percentage,0,Units,,,26,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FISH_TOT,Fish,CHE,Switzerland,PC,Percentage,0,Units,,,44,,
IND_PERCENT,Threatened indigenous species as % of indigenous spec.,FRESHW_F,Freshwater Fish,CHE,Switzerland,PC,Percentage,0,Units,,,44,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,TUR,Turkey,NBR,Number,0,Units,,,716,,
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,TUR,Turkey,NBR,Number,0,Units,,,480,,
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,TUR,Turkey,NBR,Number,0,Units,,,402,,
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,TUR,Turkey,PC,Percentage,0,Units,,,14,,
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,TUR,Turkey,PC,Percentage,0,Units,,,4,,
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,TUR,Turkey,PC,Percentage,0,Units,,,7,,
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,PC,Percentage,0,Units,,,11,,
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,622,,
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,3,,
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,1,,
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,4,,
